suite,name,spec,batch,length,weights,cls,s1_today,native_today,native_over_s1,s1_p16,native_p16,native_p16_over_today,s1_p16_over_today,s1_engine_today,s1_engine_p16,anchor_engine,anchor_over_s1_engine,cpu_today,cpu_anchor,cpu_anchor_over_today,check,s1_beats_cpu,native_beats_cpu,error_s1,error_native
topconfs,tc114-w667,"tokens.32.shift.emb.8|mingru.8-split.mul(split.add(latent.8.2, pass), dense.8)",16,128,667,500-1500,,,,0.4837,13.0182,,,0.4877,0.4988,0.5384,1.104,0.4985,0.4914,0.9858,ok,True,,,
topconfs,tc115-w746,"bits.4.oh+bp|mgru.8-norm-suffix.2-dense.8.gelu-norm-split.cat(dense.2.gelu, pass)",32,128,746,500-1500,,,,0.5597,20.759,,,0.585,0.5907,0.6601,1.1284,0.9779,0.9644,0.9862,ok,True,,,
topconfs,tc116-w754,"tokens.32.hexbpe.emb.8|mgru.8-split.add(latent.8.2, pass)-split.add(split.mul(pass, dense.8), pass)",16,128,754,500-1500,,,,0.5619,21.8416,,,0.5642,0.5765,0.6474,1.1475,0.7366,0.7299,0.9909,ok,True,,,
topconfs,tc117-w762,"tokens.32.hexbpe.emb.8|mgru.8-split.add(dense.8.tanh, pass)-split.add(split.mul(dense.8, dense.8), pass)",16,256,762,500-1500,,,,0.6078,37.4539,,,0.6103,0.6416,0.7027,1.1514,1.1754,1.1493,0.9778,ok,True,,,
topconfs,tc118-w834,"tokens.32.hexbpe.emb.8|dense.8.tanh-mgru.8-split.add(dense.8.tanh, pass)-split.add(split.mul(dense.8, dense.8), pass)",16,256,834,500-1500,,,,0.6685,37.5032,,,0.6739,0.692,0.7733,1.1475,1.2232,1.2057,0.9857,ok,True,,,
topconfs,tc119-w845,"bits.1+bp|mgru.16-split.cat(split.cat(split.mul(dense.4.gelu, dense.4), pass), pass)",32,512,845,500-1500,,,,1.3648,72.0403,,,1.3713,1.363,1.3916,1.0148,5.6208,5.5614,0.9894,ok,True,,,
topconfs,tc120-w875,"tokens.32.shift.emb.8|mgru.8-split.add(dense.8-split.add(split.mul(split.add(dense.8, pass), dense.8.gelu)-split.mul(pass, dense.8), pass), pass)",64,64,875,500-1500,,,,0.6393,9.8819,,,0.6501,0.6585,0.7422,1.1417,0.9463,0.9401,0.9934,ok,True,,,
topconfs,tc121-w896,"bits.4.oh+bp|mgru.8-norm-suffix.2-dense.8.gelu-norm-split.cat(dense.8.gelu, pass)",32,128,896,500-1500,,,,0.56,20.7386,,,0.5745,0.5894,0.6584,1.146,1.0022,0.992,0.9898,ok,True,,,
topconfs,tc122-w898,"tokens.32.hexbpe.emb.8|mgru.8-split.add(latent.8.2-split.mul(pass, dense.8.tanh), pass)-split.mul(dense.8.tanh, dense.8)",16,128,898,500-1500,,,,0.6671,22.3694,,,0.6945,0.6984,0.7703,1.1091,0.7974,0.7903,0.9911,ok,True,,,
topconfs,tc123-w918,"bits.4.oh+bp|rnn.16.gelu-norm-dense.8.gelu-split.cat(dense.2.tanh-dense.4.tanh, pass)",32,128,918,500-1500,,,,0.5348,16.6497,,,0.5396,0.5655,0.6116,1.1334,1.1759,1.1589,0.9855,ok,True,,,
topconfs,tc124-w944,bits.4.oh+bp|lrnn.8.2-norm-rnn.16.gelu,16,512,944,500-1500,,,,14.6072,231.274,,,14.6995,14.7609,14.7561,1.0039,4.6108,4.4565,0.9665,ok,False,,,
topconfs,tc125-w1024,bits.4.oh+bp|rnn.8.tanh-mgru.8-suffix.2-dense.16.gelu-norm,64,128,1024,500-1500,,,,0.6458,31.5501,,,0.6464,0.6803,0.7125,1.1023,1.6585,1.6298,0.9827,ok,True,,,
topconfs,tc126-w1088,bits.4.oh+bp|rnn.16.gelu-dense.16.gelu,64,128,1088,500-1500,,,,0.4197,16.5948,,,0.3982,0.422,0.4455,1.1188,1.6267,1.6029,0.9854,ok,True,,,
topconfs,tc127-w1104,bits.4.oh+bp|rnn.16.gelu-dense.16.gelu-rmsnorm,64,128,1104,500-1500,,,,0.484,16.5412,,,0.4791,0.5101,0.5273,1.1006,1.7351,1.7111,0.9862,ok,True,,,
topconfs,tc128-w1152,"bits.4.oh+bp|rnn.16.gelu-norm-dense.16.gelu-split.add(conv.2-rmsnorm, pass)",64,128,1152,500-1500,,,,0.5864,17.0147,,,0.5848,0.6108,0.6779,1.1592,1.8791,1.8607,0.9902,ok,True,,,
topconfs,tc129-w1216,"bits.4.oh+bp|lrnn.8.2-rnn.16.gelu-split.add(dense.16.gelu, pass)",16,256,1216,500-1500,,,,7.3563,118.3251,,,7.3835,7.5905,7.4435,1.0081,2.5645,2.5181,0.9819,ok,False,,,
topconfs,tc130-w1264,"bits.4.oh+bp|lrnn.8.2-norm-split.mul(mingru.16, dense.16)-split.add(dense.16.gelu-rmsnorm, pass)",16,256,1264,500-1500,,,,7.442,109.3521,,,7.4064,7.6071,7.4469,1.0055,2.1871,2.1485,0.9824,ok,False,,,
topconfs,tc131-w1288,bits.4.oh+bp|rnn.16.gelu-rnn.8.tanh-suffix.2-dense.16.gelu,16,512,1288,500-1500,,,,1.2329,92.8634,,,1.359,1.3603,1.3736,1.0107,2.7773,2.7435,0.9878,ok,True,,,
topconfs,tc132-w1304,"tokens.64.shift.emb.8|mgru.8-split.add(latent.8.2-split.mul(pass, dense.8.tanh), pass)-split.mul(mingru.8, dense.8)",128,128,1304,500-1500,,,,1.9364,33.989,,,2.0016,1.9936,1.998,0.9982,3.9769,3.9109,0.9834,ok,True,,,
topconfs,tc133-w1314,"tokens.32.hexbpe.emb.16|lrnn.16.2-split.add(norm, pass)",64,64,1314,500-1500,,,,4.6537,25.0657,,,4.656,4.7025,4.6717,1.0034,2.033,1.9974,0.9825,ok,False,,,
topconfs,tc134-w1344,bits.4.oh+bp|rnn.16.gelu-rnn.16.gelu,64,128,1344,500-1500,,,,0.54,31.5085,,,0.5198,0.5192,0.5468,1.0519,2.5021,2.4685,0.9866,ok,True,,,
topconfs,tc135-w1360,"bits.4.oh+bp|rnn.16.gelu-split.add(rnn.16.gelu, pass)-rmsnorm",64,128,1360,500-1500,,,,0.5868,31.6136,,,0.5857,0.59,0.6459,1.1028,2.6002,2.5703,0.9885,ok,True,,,
topconfs,tc136-w1488,"bits.4.oh+bp|dense.8.tanh-suffix.2-dense.16.gelu-rnn.16.gelu-split.add(dense.16.gelu, pass)",32,512,1488,500-1500,,,,1.0575,56.3483,,,1.0598,0.9932,1.0739,1.0133,3.8651,3.8308,0.9911,ok,True,,,
topconfs,tc137-w1552,"bits.4.oh+bp|rnn.8.tanh-suffix.2-dense.16.gelu-rnn.16.gelu-split.add(dense.16.gelu, pass)",32,512,1552,1500+,,,,1.511,93.5335,,,1.5192,1.5131,1.5281,1.0059,4.607,4.5253,0.9823,ok,True,,,
topconfs,tc138-w1600,"bits.4.oh+bp|rnn.16.gelu-split.add(lrnn.16.4, pass)",32,128,1600,1500+,,,,18.7987,92.3363,,,18.7962,18.972,18.8001,1.0002,4.0449,3.9783,0.9835,ok,False,,,
topconfs,tc139-w1616,bits.4.oh+bp|rnn.16.gelu-rnn.16.gelu-norm-dense.16.tanh,128,128,1616,1500+,,,,0.7028,32.7299,,,0.7018,0.7014,0.7101,1.0118,4.5867,4.5125,0.9838,ok,True,,,
topconfs,tc140-w1696,"bits.4.oh+bp|rnn.16.gelu-rnn.16.gelu-norm-split.add(dense.16.tanh-rglru.16, pass)-norm",32,256,1696,1500+,,,,1.2791,73.5618,,,1.2606,1.2586,1.2745,1.011,3.7114,3.6726,0.9895,ok,True,,,
topconfs,tc141-w1752,bits.4.oh+bp|rnn.16.gelu-norm-rnn.16.gelu-norm-dense.8.tanh-norm-suffix.2-dense.16.gelu,32,128,1752,1500+,,,,0.7148,32.4394,,,0.7439,0.7698,0.8314,1.1176,1.9357,1.9092,0.9863,ok,True,,,
topconfs,tc142-w1832,bits.4.oh+bp|rnn.16.gelu-norm-mingru.16-norm-latent.8.2-norm-suffix.2-dense.16.gelu,32,256,1832,1500+,,,,1.4352,50.9503,,,1.4825,1.4758,1.5022,1.0133,2.9879,2.9582,0.9901,ok,True,,,
topconfs,tc143-w1844,bits.2.oh+bp|rnn.32.gelu-dense.16.gelu,64,512,1844,1500+,,,,1.3239,58.6009,,,1.3068,1.3047,1.3222,1.0118,8.0722,7.9065,0.9795,ok,True,,,
topconfs,tc144-w1872,"bits.4.oh+bp|rnn.16.gelu-split.cat(rnn.16.gelu, pass)-norm-dense.16.gelu",64,128,1872,1500+,,,,0.6352,32.1907,,,0.6356,0.64,0.7105,1.1178,2.8922,2.8409,0.9823,ok,True,,,
topconfs,tc145-w1888,"bits.4.oh+bp|rnn.16.gelu-rnn.16.gelu-norm-split.add(dense.16.gelu-dense.16.tanh, pass)-norm",32,256,1888,1500+,,,,1.0012,58.3197,,,0.999,0.9994,0.9456,0.9465,3.4465,3.3447,0.9705,ok,True,,,
topconfs,tc146-w1904,bits.4.oh+bp|rnn.16.gelu-rnn.16.gelu-rmsnorm-mingru.16,32,128,1904,1500+,,,,0.6648,41.6778,,,0.661,0.6833,0.7619,1.1526,1.9668,1.939,0.9859,ok,True,,,
topconfs,tc147-w1920,"bits.4.oh+bp|rnn.16.gelu-rnn.16.gelu-split.add(rmsnorm-mingru.16-rmsnorm, pass)",32,128,1920,1500+,,,,0.7422,41.9323,,,0.7332,0.7558,0.8302,1.1323,2.048,2.0023,0.9777,ok,True,,,
topconfs,tc148-w2016,bits.4.oh+bp|dense.8.gelu-mgru.16-dense.32.gelu-norm,128,256,2016,1500+,,,,1.2163,39.3496,,,1.2197,1.213,1.2305,1.0089,11.0405,10.8573,0.9834,ok,True,,,
topconfs,tc149-w2056,bits.4.oh+bp|dense.4.tanh-rnn.32.gelu-dense.16.gelu,16,256,2056,1500+,,,,0.6315,29.4773,,,0.6306,0.631,0.6424,1.0187,1.6905,1.6699,0.9878,ok,True,,,
topconfs,tc150-w2080,bits.4.oh+bp|rnn.8.tanh-norm-rnn.32.gelu-rmsnorm,32,256,2080,1500+,,,,0.9276,48.9314,,,0.9256,0.9219,0.9354,1.0106,3.013,2.9897,0.9923,ok,True,,,
topconfs,tc151-w2144,bits.4.oh+bp|rnn.16.gelu-mgru.16-norm-dense.16.tanh,64,128,2144,1500+,,,,0.6867,36.148,,,0.6493,0.6877,0.7477,1.1515,3.9956,3.9595,0.991,ok,True,,,
topconfs,tc152-w2160,bits.4.oh+bp|mgru.16-dense.32.gelu,64,512,2160,1500+,,,,1.462,72.4146,,,1.4459,1.4401,1.4582,1.0085,11.8962,11.601,0.9752,ok,True,,,
topconfs,tc153-w2245,tokens.64.hexbpe.emb.16|mullstm.8-dense.16.gelu-rmsnorm,32,128,2245,1500+,,,,0.66,30.8815,,,0.6569,0.6746,0.7178,1.0927,2.0203,2.0068,0.9933,ok,True,,,
topconfs,tc154-w2256,bits.4.oh+bp|dense.8.tanh-rnn.32.gelu-dense.16.gelu,32,128,2256,1500+,,,,0.4876,16.6466,,,0.4795,0.5017,0.5462,1.1391,1.5067,1.4917,0.99,ok,True,,,
topconfs,tc155-w2272,"bits.4.oh+bp|dense.8.tanh-rnn.32.gelu-norm-dense.16.gelu-split.add(rmsnorm, pass)",32,128,2272,1500+,,,,0.5786,16.6718,,,0.5922,0.6055,0.6523,1.1015,1.631,1.5985,0.9801,ok,True,,,
topconfs,tc156-w2336,"bits.4.oh+bp|latent.8.2-rnn.32.gelu-dense.16.gelu-split.add(rmsnorm, pass)",32,128,2336,1500+,,,,0.7388,18.2564,,,0.748,0.7346,0.7593,1.0151,1.7927,1.7577,0.9805,ok,True,,,
topconfs,tc157-w2400,bits.4.oh+bp|rnn.32.gelu-dense.16.gelu,64,64,2400,1500+,,,,0.3966,7.6015,,,0.3848,0.403,0.4428,1.1507,1.3068,1.2923,0.9889,ok,True,,,
topconfs,tc158-w2416,bits.4.oh+bp|rnn.32.gelu-dense.16.gelu-rmsnorm,64,128,2416,1500+,,,,0.5137,16.9029,,,0.5015,0.5201,0.5742,1.145,2.434,2.4132,0.9915,ok,True,,,
topconfs,tc159-w2656,bits.4.oh+bp|rnn.32.gelu-rnn.16.gelu-norm,32,256,2656,1500+,,,,0.979,57.4309,,,0.9829,0.9813,0.9967,1.014,3.685,3.6456,0.9893,ok,True,,,
topconfs,tc160-w2778,tokens.32.hexbpe.emb.16|dense.8.tanh-norm-rnn.32.gelu-rnn.16.gelu-rmsnorm,64,128,2778,1500+,,,,0.7293,32.9409,,,0.7297,0.7478,0.8388,1.1495,3.7492,3.6815,0.9819,ok,True,,,
topconfs,tc161-w2784,bits.4.oh+bp|dense.8.gelu-rnn.32.gelu-rnn.16.gelu-norm-dense.16.tanh,64,128,2784,1500+,,,,0.7123,33.0508,,,0.7152,0.7264,0.8265,1.1556,3.5556,3.5077,0.9865,ok,True,,,
topconfs,tc162-w2928,"bits.4.oh+bp|rnn.32.gelu-rnn.16.gelu-split.add(dense.16.gelu, pass)",32,128,2928,1500+,,,,0.6015,32.0986,,,0.5976,0.6015,0.6732,1.1265,2.1056,2.0818,0.9887,ok,True,,,
